Activity ID,Activity Status,WBS Code,At Completion Duration(d),Activity Name,Start,Finish,(*)Free Float(d),Total Float,Predecessors,Predecessor Details,Successors,Successor Details,Primary Constraint,Activity Type,Duration Type,Delete This Row
A3830,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,4,248 Wall adaptation (following new room partition),18/09/2023 08:00,21/09/2023 17:00,0,45,"A7860, A3820, A29370","A7860: FS, A3820: FS, A29370: FS","A3840, 13","A3840: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3840,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,2,248 New door installation DR 213 (room 267->room 248),22/09/2023 08:00,25/09/2023 17:00,0,196,A3830,A3830: FS,A3850,A3850: FS,,Task Dependent,Fixed Duration & Units,
A3850,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,5,248 Existing floor to make good with new finish coat localised only,26/09/2023 08:00,02/10/2023 17:00,0,196,"A3840, A18160","A3840: FS, A18160: FS",A3860,A3860: FS,,Task Dependent,Fixed Duration & Units,
A3860,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,3,"248 skirting finish, existing coving resin to make good where required and re-finished",03/10/2023 08:00,05/10/2023 17:00,0,196,A3850,A3850: FS,A3870,A3870: FS,,Task Dependent,Fixed Duration & Units,
A3870,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,2,248 Existing clean pannels to make good where required (Repairs if necessary),06/10/2023 08:00,09/10/2023 17:00,0,196,"A3860, A29360","A3860: FS, A29360: FS",A3880,A3880: FS,,Task Dependent,Fixed Duration & Units,
A3880,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,3,248 Electrical adaptation,10/10/2023 08:00,12/10/2023 17:00,0,196,"A3870, A29410","A3870: FS, A29410: FS",A3890,A3890: FS,,Task Dependent,Fixed Duration & Units,
A3890,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,5,248 Existing floor to make good with new finish coat localised only,13/10/2023 08:00,19/10/2023 17:00,86,196,"A3880, A18160","A3880: FS, A18160: FS",A3900,A3900: FS,,Task Dependent,Fixed Duration & Units,
A3900,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.248,1,248 Remove floor protection at end of construction phase,04/03/2024 08:00,04/03/2024 17:00,0,110,"A3890, A18160, A40400","A3890: FS, A18160: FS, A40400: FS","A39730, A1660","A39730: FF, A1660: FF",,Task Dependent,Fixed Duration & Units,
A3740,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,1,249 Floor and equipment protection during construction phase,29/08/2023 08:00,29/08/2023 17:00,0,53,"A18160, A1040","A18160: FS, A1040: SS",A3750,A3750: FS,,Task Dependent,Fixed Duration & Units,
A3750,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,1,249 Removing door and wall,30/08/2023 08:00,30/08/2023 17:00,0,53,A3740,A3740: FS,"A30130, A3760","A30130: FF, A3760: FS",,Task Dependent,Fixed Duration & Units,
A3760,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,2,249 New door installation DR 220  (room 248 -> room 249),31/08/2023 08:00,01/09/2023 17:00,0,53,A3750,A3750: FS,A3770,A3770: FS,,Task Dependent,Fixed Duration & Units,
A6250,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,1,249 EMS Panel Disinvestment n. 24,04/09/2023 08:00,04/09/2023 17:00,0,41,"A1040, A6260, A18440","A1040: SS, A6260: FS, A18440: FS","A6700, 5","A6700: FS, 5: FS",,Task Dependent,Fixed Duration & Units,
A3770,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,2,249 New door installation DR 218 (room 246 -> room 249),04/09/2023 08:00,05/09/2023 17:00,14,53,A3760,A3760: FS,A3780,A3780: FS,,Task Dependent,Fixed Duration & Units,
A3780,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,4,249 Creation new boxing out for ducts with clean wall pannels,26/09/2023 08:00,29/09/2023 17:00,0,39,"A3770, A19050, A29360, A29370","A3770: FS, A19050: FS, A29360: FS, A29370: FS","A3790, 13","A3790: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3790,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,5,249 Existing floor to make good with new finish coat localised only,02/10/2023 08:00,06/10/2023 17:00,0,202,"A3780, A18160","A3780: FS, A18160: FS",A3800,A3800: FS,,Task Dependent,Fixed Duration & Units,
A3800,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,3,"249 Skirting finish, existing coving resin to make good where required and re-finished",09/10/2023 08:00,11/10/2023 17:00,92,202,A3790,A3790: FS,A3810,A3810: FS,,Task Dependent,Fixed Duration & Units,
A3810,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.249,1,249 Remove floor protection at end of construction phase,04/03/2024 08:00,04/03/2024 17:00,0,110,"A3800, A18160, A40400","A3800: FS, A18160: FS, A40400: FS","A40280, A1660","A40280: FF, A1660: FF",,Task Dependent,Fixed Duration & Units,
A3480,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,10,259 / 259.1 / 260 / 253 / 245 / 244 Clean wall pannels removal,29/08/2023 08:00,11/09/2023 17:00,0,25,"A1040, A29360, A29370","A1040: SS, A29360: FS, A29370: FS","A3490, 13","A3490: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3490,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 Floor repair where wall have been removed,12/09/2023 08:00,13/09/2023 17:00,0,25,"A18160, A3480, A29370","A18160: FS, A3480: FS, A29370: FS","A3500, 13","A3500: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3500,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,15,259 / 259.1 / 260 / 253 / 245 / 244 Clean wall pannels installation rooms creation,14/09/2023 08:00,04/10/2023 17:00,0,25,"A3490, A29360, A29370","A3490: FS, A29360: FS, A29370: FS","A3510, 13","A3510: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3510,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,5,259 / 259.1 / 260 / 253 / 245 / 244 Existing floor to make good with new finish coat localised only,05/10/2023 08:00,11/10/2023 17:00,0,25,"A18160, A3500","A18160: FS, A3500: FS",A3520,A3520: FS,,Task Dependent,Fixed Duration & Units,
A3520,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,3,"259 / 259.1 / 260 / 253 / 245 / 244 skirting finish, existing coving resin to make good where required and re-finished",12/10/2023 08:00,16/10/2023 17:00,0,25,A3510,A3510: FS,A3530,A3530: FS,,Task Dependent,Fixed Duration & Units,
A3530,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,1,259 / 259.1 / 260 / 253 / 245 / 244 Floor protection during construction phase,17/10/2023 08:00,17/10/2023 17:00,0,25,"A18160, A3520","A18160: FS, A3520: FS",A3540,A3540: FS,,Task Dependent,Fixed Duration & Units,
A3540,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 Ceiling to make good where wall have been removed,18/10/2023 08:00,19/10/2023 17:00,0,25,"A3530, A29370","A3530: FS, A29370: FS","A30080, A3550, 13","A30080: FF, A3550: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3550,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 New door installation DR 203 (room 259 -> room 259.1),20/10/2023 08:00,23/10/2023 17:00,0,171,A3540,A3540: FS,A3560,A3560: FS,,Task Dependent,Fixed Duration & Units,
A3560,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 New door installation DR 216 (room 259 -> corridor 252),24/10/2023 08:00,25/10/2023 17:00,0,171,A3550,A3550: FS,A3570,A3570: FS,,Task Dependent,Fixed Duration & Units,
A3570,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 New door installation DR 215 (room 253 -> corridor 252),26/10/2023 08:00,27/10/2023 17:00,0,171,A3560,A3560: FS,A3580,A3580: FS,,Task Dependent,Fixed Duration & Units,
A3580,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,4,259 / 259.1 / 260 / 253 / 245 / 244 New rolling door installation DR 206 (room 253 -> corridor 260),30/10/2023 08:00,02/11/2023 17:00,0,171,A3570,A3570: FS,A3590,A3590: FS,,Task Dependent,Fixed Duration & Units,
A3590,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 New door installation DR 207 (room 260 -> room 245),03/11/2023 08:00,06/11/2023 17:00,0,171,A3580,A3580: FS,A3600,A3600: FS,,Task Dependent,Fixed Duration & Units,
A3600,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,2,259 / 259.1 / 260 / 253 / 245 / 244 Plumbing and ventilation adaptation to the new rooms function,07/11/2023 08:00,08/11/2023 17:00,0,171,A3590,A3590: FS,A3610,A3610: FS,,Task Dependent,Fixed Duration & Units,
A3610,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,10,259 / 259.1 / 260 / 253 / 245 / 244 Electrical adaptation,09/11/2023 08:00,22/11/2023 17:00,0,171,"A3600, A29410","A3600: FS, A29410: FS",A3620,A3620: FS,,Task Dependent,Fixed Duration & Units,
A3620,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,1,259 / 259.1 / 260 / 253 / 245 / 244 Furniture installation,23/11/2023 08:00,23/11/2023 17:00,0,171,A3610,A3610: FS,A3630,A3630: FS,,Task Dependent,Fixed Duration & Units,
A3630,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.259/2591/260/253/245,1,259 / 259.1 / 260 / 253 / 245 / 244 Remove floor protection at end of construction phase,24/11/2023 08:00,24/11/2023 17:00,0,171,"A18160, A3620","A18160: FS, A3620: FS","A40230, A1660, A40250","A40230: FF, A1660: FF, A40250: FF",,Task Dependent,Fixed Duration & Units,
A4470,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 Floor protection during construction phase,29/08/2023 08:00,29/08/2023 17:00,15,212,"A1040, A18160","A1040: SS, A18160: FS",A4480,A4480: FS,,Task Dependent,Fixed Duration & Units,
A6310,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 EMS Panel Disinvestment n. 37,08/09/2023 08:00,08/09/2023 17:00,0,41,"A1040, A6380, A18440","A1040: SS, A6380: FS, A18440: FS","A6320, 5","A6320: FS, 5: FS",,Task Dependent,Fixed Duration & Units,
A6320,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 EMS Panel Disinvestment n. 38,11/09/2023 08:00,11/09/2023 17:00,0,41,"A1040, A6310, A18440","A1040: SS, A6310: FS, A18440: FS","A6330, 5","A6330: FS, 5: FS",,Task Dependent,Fixed Duration & Units,
A6330,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 EMS Panel Disinvestment n. 36,12/09/2023 08:00,12/09/2023 17:00,0,41,"A1040, A6320, A18440","A1040: SS, A6320: FS, A18440: FS","A6280, 5, A7880","A6280: FS, 5: FS, A7880: FS",,Task Dependent,Fixed Duration & Units,
A7880,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,5,261 Make wall good,13/09/2023 08:00,19/09/2023 17:00,0,47,"A6330, A29370","A6330: FS, A29370: FS","A4480, A30190, 13","A4480: FS, A30190: FF, 13: FS",,Task Dependent,Fixed Duration & Units,
A4480,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 204  (room 259.1 -> corridor 261),20/09/2023 08:00,21/09/2023 17:00,0,197,"A4470, A7880","A4470: FS, A7880: FS",A4490,A4490: FS,,Task Dependent,Fixed Duration & Units,
A4490,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 205  (room 260 -> corridor 261),22/09/2023 08:00,25/09/2023 17:00,0,197,A4480,A4480: FS,A4500,A4500: FS,,Task Dependent,Fixed Duration & Units,
A4500,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 211 (room 261.1 -> corridor 261),26/09/2023 08:00,27/09/2023 17:00,0,197,A4490,A4490: FS,A4510,A4510: FS,,Task Dependent,Fixed Duration & Units,
A4510,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 208 (room 245 -> corridor 261),28/09/2023 08:00,29/09/2023 17:00,0,197,A4500,A4500: FS,A4520,A4520: FS,,Task Dependent,Fixed Duration & Units,
A4520,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 214 (room 248 -> corridor 261),02/10/2023 08:00,03/10/2023 17:00,0,197,A4510,A4510: FS,A4530,A4530: FS,,Task Dependent,Fixed Duration & Units,
A4530,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 New door installation DR 230 (room 268 -> corridor 261),04/10/2023 08:00,05/10/2023 17:00,0,197,A4520,A4520: FS,A4540,A4540: FS,,Task Dependent,Fixed Duration & Units,
A4540,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,"261 Existing door EX 202 (room 236 -> corridor 261) to be permanently closed, locked and sealed",06/10/2023 08:00,06/10/2023 17:00,0,197,A4530,A4530: FS,A4550,A4550: FS,,Task Dependent,Fixed Duration & Units,
A4550,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,0,261 No flooring planned,09/10/2023 08:00,09/10/2023 08:00,0,197,"A4540, A18160","A4540: FS, A18160: FS",A4560,A4560: FS,,Task Dependent,Fixed Duration & Units,
A4560,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,3,261 Electrical adaptation,09/10/2023 08:00,11/10/2023 17:00,0,197,"A4550, A29410","A4550: FS, A29410: FS",A4570,A4570: FS,,Task Dependent,Fixed Duration & Units,
A4570,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 Ventilation adaptation,12/10/2023 08:00,13/10/2023 17:00,0,197,A4560,A4560: FS,A4580,A4580: FS,,Task Dependent,Fixed Duration & Units,
A4580,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,2,261 Ceiling adaptation,16/10/2023 08:00,17/10/2023 17:00,0,197,A4570,A4570: FS,A4590,A4590: FS,,Task Dependent,Fixed Duration & Units,
A4590,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 Furniture installation,18/10/2023 08:00,18/10/2023 17:00,87,197,A4580,A4580: FS,A4600,A4600: FS,,Task Dependent,Fixed Duration & Units,
A4600,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261,1,261 Remove floor protection at end of construction phase,04/03/2024 08:00,04/03/2024 17:00,0,110,"A4590, A18160, A40400","A4590: FS, A18160: FS, A40400: FS","A39780, A1660","A39780: FF, A1660: FF",,Task Dependent,Fixed Duration & Units,
A4260,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,1,261.1 Floor protection during construction phase,29/08/2023 08:00,29/08/2023 17:00,0,43,"A1040, A18160","A1040: SS, A18160: FS",A4270,A4270: FS,,Task Dependent,Fixed Duration & Units,
A4270,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,2,261.1 Partial clean wall pannel removal,30/08/2023 08:00,31/08/2023 17:00,0,43,"A4260, A29360, A29370, A18220","A4260: FS, A29360: FS, A29370: FS, A18220: FS","A4280, 13","A4280: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A4280,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,2,261.1 Floor repair where wall have been removed,01/09/2023 08:00,04/09/2023 17:00,0,43,"A4270, A18160, A29370","A4270: FS, A18160: FS, A29370: FS","A4290, 13","A4290: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A4290,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,5,261.1 Clean wall pannels installation room creation,05/09/2023 08:00,11/09/2023 17:00,0,43,"A4280, A29360, A29370","A4280: FS, A29360: FS, A29370: FS","A4300, 13","A4300: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A4300,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,5,261.1 Existing floor to make good with new finish coat localised only,12/09/2023 08:00,18/09/2023 17:00,0,43,"A4290, A18160","A4290: FS, A18160: FS",A4310,A4310: FS,,Task Dependent,Fixed Duration & Units,
A4310,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,3,"261.1 Skirting finish, existing coving resin to make good where required and re-finished",19/09/2023 08:00,21/09/2023 17:00,0,43,A4300,A4300: FS,A4320,A4320: FS,,Task Dependent,Fixed Duration & Units,
A4320,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,2,261.1 Ceiling to make good where wall have been removed,22/09/2023 08:00,25/09/2023 17:00,0,43,"A4310, A29370","A4310: FS, A29370: FS","A4330, A30170, 13","A4330: FS, A30170: FF, 13: FS",,Task Dependent,Fixed Duration & Units,
A4330,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,2,261.1 Plumbing and ventilation adaptation to the new rooms,26/09/2023 08:00,27/09/2023 17:00,0,210,A4320,A4320: FS,A4340,A4340: FS,,Task Dependent,Fixed Duration & Units,
A4340,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,2,261.1 Electrical adaptation,28/09/2023 08:00,29/09/2023 17:00,100,210,"A4330, A29410","A4330: FS, A29410: FS",A4350,A4350: FS,,Task Dependent,Fixed Duration & Units,
A4350,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.261.1,1,261.1 Remove floor protection at end of construction phase,04/03/2024 08:00,04/03/2024 17:00,0,110,"A4340, A18160, A40400","A4340: FS, A18160: FS, A40400: FS","A39760, A1660","A39760: FF, A1660: FF",,Task Dependent,Fixed Duration & Units,
A3910,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,2,"262 / 268 Partial clean wall pannel removal, including door",29/08/2023 08:00,30/08/2023 17:00,0,38,"A1040, A29360, A29370, A18220","A1040: SS, A29360: FS, A29370: FS, A18220: FS","A3920, 13","A3920: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3920,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,2,262 / 268 Floor repair where wall have been removed,31/08/2023 08:00,01/09/2023 17:00,0,38,"A3910, A18160, A29370","A3910: FS, A18160: FS, A29370: FS","A3930, 13","A3930: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3930,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,4,262 / 268 Clean wall pannels installation room creation,04/09/2023 08:00,07/09/2023 17:00,0,38,"A3920, A29360, A29370","A3920: FS, A29360: FS, A29370: FS","A3940, 13","A3940: FS, 13: FS",,Task Dependent,Fixed Duration & Units,
A3940,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,5,262 / 268 Existing floor to make good with new finish coat localised only,08/09/2023 08:00,14/09/2023 17:00,0,38,"A3930, A18160","A3930: FS, A18160: FS",A3950,A3950: FS,,Task Dependent,Fixed Duration & Units,
A3950,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,3,"262 / 268 Skirting finish, existing coving resin to make good where required and re-finished",15/09/2023 08:00,19/09/2023 17:00,0,38,A3940,A3940: FS,A3960,A3960: FS,,Task Dependent,Fixed Duration & Units,
A3960,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,1,262 / 268 Floor protection during construction phase,20/09/2023 08:00,20/09/2023 17:00,0,38,"A3950, A18160","A3950: FS, A18160: FS","A3970, A30150","A3970: FS, A30150: FF",,Task Dependent,Fixed Duration & Units,
A3970,Not Started,Hercules_15082023-6.CONSTRUCTION.Main Works.Level 2.Yellow.262/268,4,262 / 268 New rolling door installation DR 217 (room 248 -> room 262),21/09/2023 08:00,26/09/2023 17:00,0,38,A3960,A3960: FS,A3980,A3980: FS,,Task Dependent,Fixed Duration & Units,
